Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Type,Key,City,Store_Phone,Operating_Hours,Service_Phone,Service_Hours,Address,Shop_Icon,Service_Icon,Handicapped_icon,Delivery,lat,lng,Zip_Code,notification
汐止大同服務中心,Type: GSC<br>Key: XZ<br>City: 新北市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 02-2641-0009<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 新北市汐止區大同路二段290號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.066591<br>lng: 121.655076<br>Zip Code: 22184<br>notification: ,,,,,"-1","0","-1",,,GSC,XZ,新北市,--,--,02-2641-0009,週一至週日 12:00 - 21:00,新北市汐止區大同路二段290號,"0.0","1.0","0.0","0.0","25.066591","121.655076","22184.0",
楊梅騏轟服務中心,Type: GSC<br>Key: ym<br>City: 桃園市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 03-482-8887<br>Service Hours: 週一至週六 10:00 - 21:00 週日10:00 - 18:30<br>Address: 桃園市楊梅區中山北路二段294號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 24.911261<br>lng: 121.174083<br>Zip Code: 32659<br>notification: ,,,,,"-1","0","-1",,,GSC,ym,桃園市,--,--,03-482-8887,週一至週六 10:00 - 21:00 週日10:00 - 18:30,桃園市楊梅區中山北路二段294號,"0.0","1.0","0.0","0.0","24.911261","121.174083","32659.0",
中和中原服務中心,Type: GSC<br>Key: zh<br>City: 新北市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 02-2244-2996<br>Service Hours: 週一至週日 09:00 - 21:00<br>Address: 新北市中和區中原街6號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.007936<br>lng: 121.49109<br>Zip Code: 23556<br>notification: ,,,,,"-1","0","-1",,,GSC,zh,新北市,--,--,02-2244-2996,週一至週日 09:00 - 21:00,新北市中和區中原街6號,"0.0","1.0","0.0","0.0","25.007936","121.49109","23556.0",
三民鼎強服務中心,Type: GSC<br>Key: sm<br>City: 高雄市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 07-359-5028<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 高雄市三民區鼎中里鼎強街95之1號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 22.665515<br>lng: 120.320886<br>Zip Code: 80788<br>notification: ,,,,,"-1","0","-1",,,GSC,sm,高雄市,--,--,07-359-5028,週一至週日 12:00 - 21:00,高雄市三民區鼎中里鼎強街95之1號,"0.0","1.0","0.0","0.0","22.665515","120.320886","80788.0",
信義松仁服務中心,Type: GSC<br>Key: xysr<br>City: 台北市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 0988-112-430<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 台北市信義區松仁路174號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.028092<br>lng: 121.568228<br>Zip Code: 11058<br>notification: 感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：08/01（日）店休一天。雙十國慶連續假期本店營業時間調整：10/09（六）至 10/11（一）店休三天。如造成您的不便，敬請見諒。感謝您的配合！,,,,,"-1","0","-1",,,GSC,xysr,台北市,--,--,0988-112-430,週一至週日 12:00 - 21:00,台北市信義區松仁路174號,"0.0","1.0","0.0","0.0","25.028092","121.568228","11058.0",感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：08/01（日）店休一天。雙十國慶連續假期本店營業時間調整：10/09（六）至 10/11（一）店休三天。如造成您的不便，敬請見諒。感謝您的配合！
北屯文心服務中心,Type: GSC<br>Key: btwx<br>City: 台中市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 04-2247-0537<br>Service Hours: 週一至週日 11:00 - 21:00<br>Address: 台中市北屯區文心路四段951號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 24.171483<br>lng: 120.694946<br>Zip Code: 40654<br>notification: ,,,,,"-1","0","-1",,,GSC,btwx,台中市,--,--,04-2247-0537,週一至週日 11:00 - 21:00,台中市北屯區文心路四段951號,"0.0","1.0","0.0","0.0","24.171483","120.694946","40654.0",
竹北成功服務中心,Type: GSC<br>Key: CBHC<br>City: 新竹市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 03-668-8968<br>Service Hours: 週一至週六 12:00 - 21:00 週日公休<br>Address: 新竹縣竹北市成功八路207號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 24.817287<br>lng: 121.019858<br>Zip Code: 30264<br>notification: 感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：08/08（日）店休一天。如造成您的不便，敬請見諒。感謝您的配合！,,,,,"-1","0","-1",,,GSC,CBHC,新竹市,--,--,03-668-8968,週一至週六 12:00 - 21:00 週日公休,新竹縣竹北市成功八路207號,"0.0","1.0","0.0","0.0","24.817287","121.019858","30264.0",感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：08/08（日）店休一天。如造成您的不便，敬請見諒。感謝您的配合！
台南裕農服務中心,Type: GSC<br>Key: tnyn<br>City: 台南市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 06-331-7665<br>Service Hours: 週二至週日 12:00 - 21:00 週一公休<br>Address: 台南市東區裕農路1016號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 22.990259<br>lng: 120.246207<br>Zip Code: 70163<br>notification: ,,,,,"-1","0","-1",,,GSC,tnyn,台南市,--,--,06-331-7665,週二至週日 12:00 - 21:00 週一公休,台南市東區裕農路1016號,"0.0","1.0","0.0","0.0","22.990259","120.246207","70163.0",
北區小東服務中心,Type: GSC<br>Key: tnxd<br>City: 台南市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 06-236-8959<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 台南市北區小東路261號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 22.999981<br>lng: 120.228633<br>Zip Code: 70457<br>notification: ,,,,,"-1","0","-1",,,GSC,tnxd,台南市,--,--,06-236-8959,週一至週日 12:00 - 21:00,台南市北區小東路261號,"0.0","1.0","0.0","0.0","22.999981","120.228633","70457.0",
龜山文化服務中心,Type: GSC<br>Key: GYU<br>City: 桃園市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 03-318-3489<br>Service Hours: 週一至週日 11:00 - 20:00<br>Address: 桃園市龜山區文化七路20之1號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.052988<br>lng: 121.361245<br>Zip Code: 33376<br>notification: ,,,,,"-1","0","-1",,,GSC,GYU,桃園市,--,--,03-318-3489,週一至週日 11:00 - 20:00,桃園市龜山區文化七路20之1號,"0.0","1.0","0.0","0.0","25.052988","121.361245","33376.0",
內湖西湖服務中心,Type: GSC<br>Key: nh-xh<br>City: 台北市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 0906-715-996<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 台北市內湖區內湖路一段411巷19弄17號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.082407<br>lng: 121.571906<br>Zip Code: 11442<br>notification: ,,,,,"-1","0","-1",,,GSC,nh-xh,台北市,--,--,0906-715-996,週一至週日 12:00 - 21:00,台北市內湖區內湖路一段411巷19弄17號,"0.0","1.0","0.0","0.0","25.082407","121.571906","11442.0",
中山松江服務中心,Type: GSC<br>Key: zs-sj<br>City: 台北市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 02-2596-0086<br>Service Hours: 週一至週日 09:00 - 21:00<br>Address: 台北市中山區松江路530號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.067187<br>lng: 121.533016<br>Zip Code: 10471<br>notification: ,,,,,"-1","0","-1",,,GSC,zs-sj,台北市,--,--,02-2596-0086,週一至週日 09:00 - 21:00,台北市中山區松江路530號,"0.0","1.0","0.0","0.0","25.067187","121.533016","10471.0",
新生市民服務中心,Type: GSC<br>Key: xs-civic<br>City: 台北市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 02-2537-1764<br>Service Hours: 週一至週日 09:00 - 21:00<br>Address: 台北市中山區新生北路一段23號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.047252<br>lng: 121.531539<br>Zip Code: 10455<br>notification: ,,,,,"-1","0","-1",,,GSC,xs-civic,台北市,--,--,02-2537-1764,週一至週日 09:00 - 21:00,台北市中山區新生北路一段23號,"0.0","1.0","0.0","0.0","25.047252","121.531539","10455.0",
三重光復服務中心,Type: GSC<br>Key: sc-kf<br>City: 新北市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 02-2278-4898<br>Service Hours: 週一至週日 11:00 - 20:00<br>Address: 新北市三重區中興里光復路二段4號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 25.05385<br>lng: 121.471839<br>Zip Code: 24158<br>notification: ,,,,,"-1","0","-1",,,GSC,sc-kf,新北市,--,--,02-2278-4898,週一至週日 11:00 - 20:00,新北市三重區中興里光復路二段4號,"0.0","1.0","0.0","0.0","25.05385","121.471839","24158.0",
中壢龍岡服務中心,Type: GSC<br>Key: cl-lg<br>City: 桃園市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 03-468-5759<br>Service Hours: 週一至週六 12:00 - 21:00 週日 12:00 - 20:00<br>Address: 桃園市中壢區龍岡路一段125號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 24.94971<br>lng: 121.224453<br>Zip Code: 32096<br>notification: ,,,,,"-1","0","-1",,,GSC,cl-lg,桃園市,--,--,03-468-5759,週一至週六 12:00 - 21:00 週日 12:00 - 20:00,桃園市中壢區龍岡路一段125號,"0.0","1.0","0.0","0.0","24.94971","121.224453","32096.0",
東區民權服務中心,Type: GSC<br>Key: hc-mc<br>City: 新竹市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 03-545-7066<br>Service Hours: 週一至週六 12:00 - 21:00 週日公休<br>Address: 新竹市民權路38號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 24.806505<br>lng: 120.97652<br>Zip Code: <br>notification: 感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：08/08（日）店休一天。如造成您的不便，敬請見諒。感謝您的配合！,,,,,"-1","0","-1",,,GSC,hc-mc,新竹市,--,--,03-545-7066,週一至週六 12:00 - 21:00 週日公休,新竹市民權路38號,"0.0","1.0","0.0","0.0","24.806505","120.97652",,感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：08/08（日）店休一天。如造成您的不便，敬請見諒。感謝您的配合！
桃園永安服務中心,Type: GSC<br>Key: ty-ya<br>City: 桃園市<br>Store Phone: --<br>Operating Hours: --<br>Service Phone: 0906-731-996<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 桃園市桃園區永安路249號<br>Shop Icon: 0<br>Service Icon: 1<br>Handicapped icon: 0<br>Delivery: 0<br>lat: 24.998383<br>lng: 121.302863<br>Zip Code: <br>notification: ,,,,,"-1","0","-1",,,GSC,ty-ya,桃園市,--,--,0906-731-996,週一至週日 12:00 - 21:00,桃園市桃園區永安路249號,"0.0","1.0","0.0","0.0","24.998383","121.302863",,
光華八德門市,Type: GS<br>Key: bade<br>City: 台北市<br>Store Phone: 0938-971-855<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-001-666<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 台北市中正區八德路一段27號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 25.044132<br>lng: 121.53126<br>Zip Code: 10058<br>notification: ,,,,,"-1","0","-1",,,GS,bade,台北市,0938-971-855,週一至週日 12:00 - 21:00,0981-001-666,週一至週日 12:00 - 21:00,台北市中正區八德路一段27號,"1.0","1.0","1.0","0.0","25.044132","121.53126","10058.0",
松山饒河門市,Type: GS<br>Key: bade<br>City: 台北市<br>Store Phone: 0981-186-111<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-006-000<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 台北市松山區八德路四段650號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 25.0498814<br>lng: 121.5751152<br>Zip Code: 10566<br>notification: ,,,,,"-1","0","-1",,,GS,bade,台北市,0981-186-111,週一至週日 12:00 - 21:00,0981-006-000,週一至週日 12:00 - 21:00,台北市松山區八德路四段650號,"1.0","1.0","1.0","0.0","25.0498814","121.5751152","10566.0",
圓山承德門市,Type: GS<br>Key: yuanshan<br>City: 台北市<br>Store Phone: 0981-066-333<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-217-000<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 台北市大同區承德路三段237號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 25.070867<br>lng: 121.51874<br>Zip Code: 10366<br>notification: ,,,,,"-1","0","-1",,,GS,yuanshan,台北市,0981-066-333,週一至週日 12:00 - 21:00,0981-217-000,週一至週日 12:00 - 21:00,台北市大同區承德路三段237號,"1.0","1.0","1.0","0.0","25.070867","121.51874","10366.0",
師大和平門市,Type: RS<br>Key: shida<br>City: 台北市<br>Store Phone: 0938-975-660<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: --<br>Service Hours: --<br>Address: 台北市大安區和平東路一段129號<br>Shop Icon: 1<br>Service Icon: 0<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 25.02712<br>lng: 121.529318<br>Zip Code: 10644<br>notification: ,,,,,"-1","0","-1",,,RS,shida,台北市,0938-975-660,週一至週日 12:00 - 21:00,--,--,台北市大安區和平東路一段129號,"1.0","0.0","1.0","0.0","25.02712","121.529318","10644.0",
板橋館前門市,Type: GS<br>Key: banqiao<br>City: 新北市<br>Store Phone: 0938-979-050<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-070-222<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 新北市板橋區館前東路26號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 25.0070782<br>lng: 121.4603758<br>Zip Code: 22064<br>notification: ,,,,,"-1","0","-1",,,GS,banqiao,新北市,0938-979-050,週一至週日 12:00 - 21:00,0981-070-222,週一至週日 12:00 - 21:00,新北市板橋區館前東路26號,"1.0","1.0","1.0","0.0","25.0070782","121.4603758","22064.0",
永和中正門市,Type: GS<br>Key: yonghe<br>City: 新北市<br>Store Phone: 0938-979-190<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-085-111<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 新北市永和區中正路236、238號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 24.9979853<br>lng: 121.5162996<br>Zip Code: 23455<br>notification: ,,,,,"-1","0","-1",,,GS,yonghe,新北市,0938-979-190,週一至週日 12:00 - 21:00,0981-085-111,週一至週日 12:00 - 21:00,新北市永和區中正路236、238號,"1.0","1.0","1.0","0.0","24.9979853","121.5162996","23455.0",
桃園八德門市,Type: GS<br>Key: taoyuan-bade<br>City: 桃園市<br>Store Phone: 0981-158-668<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-288-992<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 桃園市八德區介壽路二段312號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 24.9493347<br>lng: 121.2975593<br>Zip Code: 33445<br>notification: ,,,,,"-1","0","-1",,,GS,taoyuan-bade,桃園市,0981-158-668,週一至週日 12:00 - 21:00,0981-288-992,週一至週日 12:00 - 21:00,桃園市八德區介壽路二段312號,"1.0","1.0","1.0","0.0","24.9493347","121.2975593","33445.0",
桃園藝文門市,Type: GS<br>Key: Taoyuan-Art<br>City: 桃園市<br>Store Phone: 0981-007-866<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-282-200<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 桃園市桃園區大興西路一段163號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 25.01434<br>lng: 121.305117<br>Zip Code: 33044<br>notification: 感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：保養維修服務 今日至 08/15（日）皆店休，銷售試乘服務不受影響。如造成您的不便，敬請見諒。感謝您的配合！,,,,,"-1","0","-1",,,GS,Taoyuan-Art,桃園市,0981-007-866,週一至週日 12:00 - 21:00,0981-282-200,週一至週日 12:00 - 21:00,桃園市桃園區大興西路一段163號,"1.0","1.0","1.0","0.0","25.01434","121.305117","33044.0",感謝您對Gogoro的支持與愛戴，本店營業時間因故調整：保養維修服務 今日至 08/15（日）皆店休，銷售試乘服務不受影響。如造成您的不便，敬請見諒。感謝您的配合！
中壢復興門市,Type: GS<br>Key: zhongli<br>City: 桃園市<br>Store Phone: 0938-905-660<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-086-222<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 桃園市中壢區復興路71號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 24.956334<br>lng: 121.225055<br>Zip Code: 32041<br>notification: ,,,,,"-1","0","-1",,,GS,zhongli,桃園市,0938-905-660,週一至週日 12:00 - 21:00,0981-086-222,週一至週日 12:00 - 21:00,桃園市中壢區復興路71號,"1.0","1.0","1.0","0.0","24.956334","121.225055","32041.0",
新竹北大門市,Type: GS<br>Key: hshinchu<br>City: 新竹市<br>Store Phone: 0938-915-880<br>Operating Hours: 週一至週日 11:00 - 21:00<br>Service Phone: --<br>Service Hours: --<br>Address: 新竹市北區北大路321號<br>Shop Icon: 1<br>Service Icon: 0<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 24.805765<br>lng: 120.96219<br>Zip Code: 30044<br>notification: ,,,,,"-1","0","-1",,,GS,hshinchu,新竹市,0938-915-880,週一至週日 11:00 - 21:00,--,--,新竹市北區北大路321號,"1.0","0.0","1.0","0.0","24.805765","120.96219","30044.0",
台南公園門市,Type: GS<br>Key: tainan<br>City: 台南市<br>Store Phone: 0981-115-000<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-167-111<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 台南市中西區公園路36號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 22.994531<br>lng: 120.205517<br>Zip Code: 70050<br>notification: ,,,,,"-1","0","-1",,,GS,tainan,台南市,0981-115-000,週一至週日 12:00 - 21:00,0981-167-111,週一至週日 12:00 - 21:00,台南市中西區公園路36號,"1.0","1.0","1.0","0.0","22.994531","120.205517","70050.0",
鳳山青年門市,Type: GS<br>Key: fengshan<br>City: 高雄市<br>Store Phone: 0981-058-333<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-176-000<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 高雄市鳳山區青年路二段287號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 22.639587<br>lng: 120.350851<br>Zip Code: 83048<br>notification: ,,,,,"-1","0","-1",,,GS,fengshan,高雄市,0981-058-333,週一至週日 12:00 - 21:00,0981-176-000,週一至週日 12:00 - 21:00,高雄市鳳山區青年路二段287號,"1.0","1.0","1.0","0.0","22.639587","120.350851","83048.0",
左營博愛門市,Type: GS<br>Key: zuoying<br>City: 高雄市<br>Store Phone: 0981-166-000<br>Operating Hours: 週一至週日 12:00 - 21:00<br>Service Phone: 0981-333-553<br>Service Hours: 週一至週日 12:00 - 21:00<br>Address: 高雄市左營區博愛二路664號<br>Shop Icon: 1<br>Service Icon: 1<br>Handicapped icon: 1<br>Delivery: 0<br>lat: 22.6696<br>lng: 120.303737<br>Zip Code: 81358<br>notification: ,,,,,"-1","0","-1",,,GS,zuoying,高雄市,0981-166-000,週一至週日 12:00 - 21:00,0981-333-553,週一至週日 12:00 - 21:00,高雄市左營區博愛二路664號,"1.0","1.0","1.0","0.0","22.6696","120.303737","81358.0",
